general_VNS_small;A-n39-k5.vrp;843.5197414949553;838.7915769441508;717.2381372687456;
general_VNS_mid;A-n39-k5.vrp;651.3791884549618;653.2332805917559;595.6279733691565;
general_VNS_big;A-n39-k5.vrp;631.1100853257224;627.4114176348098;591.9404253407356;
general_VNS_small;A-n39-k6.vrp;838.1635996196827;852.4766221515148;737.4140514750773;
general_VNS_mid;A-n39-k6.vrp;652.7182783713143;653.136481183512;587.9162085064163;
general_VNS_big;A-n39-k6.vrp;645.9282095707586;646.0748447465053;588.2294604912634;
general_VNS_small;A-n44-k7.vrp;947.1935959417558;949.4780859511234;826.3562141718229;
general_VNS_mid;A-n44-k7.vrp;727.1198318149923;717.5537897834099;691.5384233851213;
general_VNS_big;A-n44-k7.vrp;699.2384456932189;697.092501066302;683.6404409723335;
general_VNS_small;A-n45-k6.vrp;951.6654895018562;952.3892643461072;853.6398440716325;
general_VNS_mid;A-n45-k6.vrp;667.239454919512;655.102262166419;647.8877823859945;
general_VNS_big;A-n45-k6.vrp;656.2412868000248;654.1611122682955;647.8877823859943;
general_VNS_small;A-n45-k7.vrp;1037.0506937532816;1034.4210291688307;845.8032710995257;
general_VNS_mid;A-n45-k7.vrp;674.6063334907564;674.6192887376221;599.5804146069211;
general_VNS_big;A-n45-k7.vrp;652.5623765410548;645.7939756668322;594.6313337832491;
general_VNS_small;A-n46-k7.vrp;911.1865504334371;920.9163698725906;790.7126927750209;
general_VNS_mid;A-n46-k7.vrp;658.4806277523169;653.3984419050576;616.316388242627;
general_VNS_big;A-n46-k7.vrp;630.1838606042872;620.9218273075805;611.0633641768247;
general_VNS_small;A-n48-k7.vrp;1103.0584463607165;1100.2368521572096;940.3752852423986;
general_VNS_mid;A-n48-k7.vrp;721.6945426157682;718.9063239910911;682.399273400535;
general_VNS_big;A-n48-k7.vrp;704.4973858995967;703.6347437842301;680.2448398060892;
general_VNS_small;A-n53-k7.vrp;1072.061446986714;1069.9556516805228;957.3392167497798;
general_VNS_mid;A-n53-k7.vrp;696.1489906376539;689.0735952549303;663.2934708614358;
general_VNS_big;A-n53-k7.vrp;675.7195361669818;667.5318289649888;661.4526215569387;
general_VNS_small;A-n54-k7.vrp;1148.3521911990154;1162.892636241861;939.3685115177552;
general_VNS_mid;A-n54-k7.vrp;753.3029799844744;739.6464148222544;699.4935263522411;
general_VNS_big;A-n54-k7.vrp;726.2947784183567;720.492002205679;685.0197910762063;
general_VNS_small;A-n55-k9.vrp;938.7992138216727;936.7289581075158;844.5245691391488;
general_VNS_mid;A-n55-k9.vrp;670.2496978157466;660.6947030149679;633.7442398899444;
general_VNS_big;A-n55-k9.vrp;651.8583311219298;652.3792690979088;624.7084465998457;
general_VNS_small;A-n60-k9.vrp;1144.899365355471;1147.0321820146046;986.274728800057;
general_VNS_mid;A-n60-k9.vrp;745.5482925995781;745.2464646733288;683.3568582245539;
general_VNS_big;A-n60-k9.vrp;734.9368216253752;741.6412449789163;683.3568582245538;
general_VNS_small;A-n61-k9.vrp;885.3580010962057;884.3330919286987;821.7047986407067;
general_VNS_mid;A-n61-k9.vrp;648.0454424180036;652.3296554019846;585.867499170593;
general_VNS_big;A-n61-k9.vrp;636.4678874116343;635.7502480625216;579.9999465723579;
general_VNS_small;A-n62-k8.vrp;1341.1218591806112;1359.5668986517794;1087.6274271721607;
general_VNS_mid;A-n62-k8.vrp;813.8235774132388;801.3609747582748;781.1144173631251;
general_VNS_big;A-n62-k8.vrp;801.8326920516791;798.1255345734594;776.4439647067859;
